GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
POPGROUP.id,Id
POPGROUP.display-label,Population Group
EST_VC01,Estimate; Total population
EST_VC79,"Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
MOE_VC79,"Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
EST_VC80,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Kindergarten
MOE_VC80,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Kindergarten
EST_VC81,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades 1-8)
MOE_VC81,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades 1-8)
EST_VC82,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
MOE_VC82,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
EST_VC83,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
MOE_VC83,Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
EST_VC84,Estimate; SCHOOL ENROLLMENT - Male 3 years and over enrolled in school
MOE_VC84,Margin of Error; SCHOOL ENROLLMENT - Male 3 years and over enrolled in school
EST_VC85,Estimate; SCHOOL ENROLLMENT - Male 3 years and over enrolled in school - Percent enrolled in kindergarten to grade 12
MOE_VC85,Margin of Error; SCHOOL ENROLLMENT - Male 3 years and over enrolled in school - Percent enrolled in kindergarten to grade 12
EST_VC86,Estimate; SCHOOL ENROLLMENT - Male 3 years and over enrolled in school - Percent enrolled in college or graduate school
MOE_VC86,Margin of Error; SCHOOL ENROLLMENT - Male 3 years and over enrolled in school - Percent enrolled in college or graduate school
EST_VC87,Estimate; SCHOOL ENROLLMENT - Female 3 years and over enrolled in school
MOE_VC87,Margin of Error; SCHOOL ENROLLMENT - Female 3 years and over enrolled in school
EST_VC88,Estimate; SCHOOL ENROLLMENT - Female 3 years and over enrolled in school - Percent enrolled in kindergarten to grade 12
MOE_VC88,Margin of Error; SCHOOL ENROLLMENT - Female 3 years and over enrolled in school - Percent enrolled in kindergarten to grade 12
EST_VC89,Estimate; SCHOOL ENROLLMENT - Female 3 years and over enrolled in school - Percent enrolled in college or graduate school
MOE_VC89,Margin of Error; SCHOOL ENROLLMENT - Female 3 years and over enrolled in school - Percent enrolled in college or graduate school
EST_VC91,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
MOE_VC91,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
EST_VC92,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school diploma
MOE_VC92,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school diploma
EST_VC93,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
MOE_VC93,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
EST_VC94,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
MOE_VC94,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
EST_VC95,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
MOE_VC95,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
EST_VC96,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
MOE_VC96,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
EST_VC97,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate or higher
MOE_VC97,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate or higher
EST_VC98,"Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate or higher - Male, high school graduate or higher"
MOE_VC98,"Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate or higher - Male, high school graduate or higher"
EST_VC99,"Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate or higher - Female, high school graduate or higher"
MOE_VC99,"Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate or higher - Female, high school graduate or higher"
EST_VC100,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree or higher
MOE_VC100,Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree or higher
EST_VC101,"Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree or higher - Male, bachelor's degree or higher"
MOE_VC101,"Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree or higher - Male, bachelor's degree or higher"
EST_VC102,"Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree or higher - Female, bachelor's degree or higher"
MOE_VC102,"Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree or higher - Female, bachelor's degree or higher"
EST_VC104,Estimate; FERTILITY - Women 15 to 50 years
MOE_VC104,Margin of Error; FERTILITY - Women 15 to 50 years
EST_VC105,Estimate; FERTILITY - Women 15 to 50 years - Women 15 to 50 years who had a birth in the past 12 months
MOE_VC105,Margin of Error; FERTILITY - Women 15 to 50 years - Women 15 to 50 years who had a birth in the past 12 months
EST_VC106,Estimate; FERTILITY - Women 15 to 50 years - Women 15 to 50 years who had a birth in the past 12 months - Unmarried women 15 to 50 years who had a birth in the past 12 months
MOE_VC106,Margin of Error; FERTILITY - Women 15 to 50 years - Women 15 to 50 years who had a birth in the past 12 months - Unmarried women 15 to 50 years who had a birth in the past 12 months
EST_VC107,Estimate; FERTILITY - Women 15 to 50 years - Women 15 to 50 years who had a birth in the past 12 months - Unmarried women 15 to 50 years who had a birth in the past 12 months - As a percent of all women with a birth in the past 12 months
MOE_VC107,Margin of Error; FERTILITY - Women 15 to 50 years - Women 15 to 50 years who had a birth in the past 12 months - Unmarried women 15 to 50 years who had a birth in the past 12 months - As a percent of all women with a birth in the past 12 months
EST_VC109,Estimate; RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over
MOE_VC109,Margin of Error; RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over
EST_VC110,Estimate; RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over - Living with grandchild(ren)
MOE_VC110,Margin of Error; RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over - Living with grandchild(ren)
EST_VC111,Estimate; RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over - Living with grandchild(ren) - Responsible for grandchild(ren)
MOE_VC111,Margin of Error; RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over - Living with grandchild(ren) - Responsible for grandchild(ren)
EST_VC113,Estimate; VETERAN STATUS - Civilian population 18 years and over
MOE_VC113,Margin of Error; VETERAN STATUS - Civilian population 18 years and over
EST_VC114,Estimate; VETERAN STATUS - Civilian population 18 years and over - Civilian veteran
MOE_VC114,Margin of Error; VETERAN STATUS - Civilian population 18 years and over - Civilian veteran
EST_VC116,Estimate; DISABILITY STATUS - Civilian population 5 years and over
MOE_VC116,Margin of Error; DISABILITY STATUS - Civilian population 5 years and over
EST_VC117,Estimate; DISABILITY STATUS - Civilian population 5 years and over - With any disability
MOE_VC117,Margin of Error; DISABILITY STATUS - Civilian population 5 years and over - With any disability
EST_VC118,Estimate; DISABILITY STATUS - Civilian population 5 to 15 years
MOE_VC118,Margin of Error; DISABILITY STATUS - Civilian population 5 to 15 years
EST_VC119,Estimate; DISABILITY STATUS - Civilian population 5 to 15 years - With any disability
MOE_VC119,Margin of Error; DISABILITY STATUS - Civilian population 5 to 15 years - With any disability
EST_VC120,Estimate; DISABILITY STATUS - Civilian population 16 to 64 years
MOE_VC120,Margin of Error; DISABILITY STATUS - Civilian population 16 to 64 years
EST_VC121,Estimate; DISABILITY STATUS - Civilian population 16 to 64 years - With any disability
MOE_VC121,Margin of Error; DISABILITY STATUS - Civilian population 16 to 64 years - With any disability
EST_VC122,Estimate; DISABILITY STATUS - Civilian population 16 to 64 years - No disability
MOE_VC122,Margin of Error; DISABILITY STATUS - Civilian population 16 to 64 years - No disability
EST_VC123,Estimate; DISABILITY STATUS - Civilian population 65 years and over
MOE_VC123,Margin of Error; DISABILITY STATUS - Civilian population 65 years and over
EST_VC124,Estimate; DISABILITY STATUS - Civilian population 65 years and over - With any disability
MOE_VC124,Margin of Error; DISABILITY STATUS - Civilian population 65 years and over - With any disability
EST_VC126,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over
MOE_VC126,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over
EST_VC127,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Same house
MOE_VC127,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Same house
EST_VC128,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S.
MOE_VC128,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S.
EST_VC129,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Same county
MOE_VC129,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Same county
EST_VC130,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county
MOE_VC130,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county
EST_VC131,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Same state
MOE_VC131,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Same state
EST_VC132,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state
MOE_VC132,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state
EST_VC133,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad
MOE_VC133,Margin of Error; RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad
EST_VC135,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population"
MOE_VC135,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population"
EST_VC136,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Native"
MOE_VC136,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Native"
EST_VC137,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Native - Male"
MOE_VC137,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Native - Male"
EST_VC138,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Native - Female"
MOE_VC138,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Native - Female"
EST_VC139,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born"
MOE_VC139,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born"
EST_VC140,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Male"
MOE_VC140,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Male"
EST_VC141,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Female"
MOE_VC141,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Female"
EST_VC142,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Naturalized U.S. citizen"
MOE_VC142,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Naturalized U.S. citizen"
EST_VC143,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Naturalized U.S. citizen - Male"
MOE_VC143,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Naturalized U.S. citizen - Male"
EST_VC144,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Naturalized U.S. citizen - Female"
MOE_VC144,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Naturalized U.S. citizen - Female"
EST_VC145,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Not a U.S. citizen"
MOE_VC145,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Not a U.S. citizen"
EST_VC146,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Not a U.S. citizen - Male"
MOE_VC146,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Not a U.S. citizen - Male"
EST_VC147,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Not a U.S. citizen - Female"
MOE_VC147,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Not a U.S. citizen - Female"
EST_VC148,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Entered 2000 or later"
MOE_VC148,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Entered 2000 or later"
EST_VC149,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Entered 1990 to 1999"
MOE_VC149,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Entered 1990 to 1999"
EST_VC150,"Estimate; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Entered before 1990"
MOE_VC150,"Margin of Error; PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY - Total population - Foreign born - Entered before 1990"
EST_VC152,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea
MOE_VC152,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea
EST_VC153,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Europe
MOE_VC153,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Europe
EST_VC154,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Asia
MOE_VC154,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Asia
EST_VC155,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Africa
MOE_VC155,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Africa
EST_VC156,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Oceania
MOE_VC156,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Oceania
EST_VC157,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Latin America
MOE_VC157,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Latin America
EST_VC158,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Northern America
MOE_VC158,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population excluding population born at sea - Northern America
EST_VC160,Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
